Column,title,source_document_url,type,actor-name,language,published_at,length
2042,Fra innvortes til utvortes bruk,https://www.regjeringen.no/no/dokumenter/fra-innvortes-til-utvortes-bruk/id474748/,Ukategorisert,By- og regionforskningsinstituttet NIBR|International Research Institute of Stavanger,nb,2007-06-26 00:00:00,292520
2043,Kjønnslemlestelse i Norge,,Evaluering,Institutt for samfunnsforskning (ISF),nb,2008-01-01 00:00:00,393927
2044,"SERO 2018 - Skatteetatens undersøkelse om Etterlevelse av regelverket, Rapportering, Opplevd oppdagelsesrisiko",https://www.skatteetaten.no/globalassets/om-skatteetaten/analyse-og-rapporter/rapporter/sero_2018.pdf,Kartlegging,Skatteetaten|Opinion,no,2018-01-01 20:19:00,20151
2045,Kommunal- og samfunnsøkonomiske effekter av boligsosial politikk,,Evaluering,By- og regionforskningsinstituttet NIBR,nb,2011-01-01 00:00:00,236293
2046,"Gjennomgang av 
ordningen for 
tilskudd ved
produksjonssvikt",https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Gjennomgang%20av%20ordningen%20for%20tilskudd%20ved%20produksjonssvikt%20-%20rapport%2010-2022.pdf/_/attachment/inline/446495c0-fc85-4e59-b6e4-1229f37ba6b0:e707a237c3cdd0ed0b677eedf4e42297f2c731eb/Gjennomgang%20av%20ordningen%20for%20tilskudd%20ved%20produksjonssvikt%20-%20rapport%2010-2022.pdf,Evaluering,Partsammensatt gruppe,no,2022-02-16 17:13:00,167185
2047,Evaluering av tilskudd til etablering og tilpasning av bolig,,Evaluering,Asplan Viak|AGENDA Kaupang,nb,2011-01-01 00:00:00,238649
2048,Vurdering av tilskuddet til Standard Norge ,,Evaluering,ECON,nb,2007-01-01 00:00:00,120243
2049,Rapport frå Teknisk berekningsutval for kommunal og fylkeskommunal økonomi (TBU),https://www.regjeringen.no/contentassets/5793ef452cd2404bafa23522921a1e1d/tbu_nov_2015.pdf,Statusrapport,TBU,no,2015-11-23 20:07:00,415961
2050,Omsorgsboliger for psykisk syke,,Evaluering,By- og regionforskningsinstituttet NIBR,nb,2009-01-01 00:00:00,271175
2051,Evaluation of Norwegian Business-related Assitance,,Evaluering,DevFin Advisers,en,2009-01-01 00:00:00,291899
2052,Kvalitetssikring av konseptvalgsutredning for godsterminal i Drammen,https://www.regjeringen.no/no/dokumenter/kvalitetssikring-av-konseptvalgsutrednin/id714753/,KVU/KS1/KS2,Terramar |Oslo Economics,nb,2013-02-19 00:00:00,177238
2053,Kriterium for evaluering av partnerskap og planlegging i kommunalt folkehelsearbeid,,Evaluering,Høgskulen i Volda|Møreforsking,nn,2008-01-01 00:00:00,157692
2054,Evaluering av reservetilvekst for olje i perioden 2005-2014,,Evaluering,Oljedirektoratet,nb,2015-01-01 00:00:00,16720
2055,Evaluering av Forbrukerrådets svartjeneste 4.-9. oktober 2005,,Evaluering,Markeds- og mediainstituttet,nb,2005-01-01 00:00:00,30215
2056,Det ble så stille,,Evaluering,Norsk institutt for naturforskning (NINA),nb,2009-01-01 00:00:00,86194
2057,Evaluering av karriereveiledning i mottak,,Evaluering,Opinion,nb,2017-01-01 00:00:00,73241
2058,Dimensjonering av avansert IKT-kompetanse,https://www.regjeringen.no/globalassets/upload/kmd/aif/dokumenter/dimensjonering_avansert_ikt_kompetanse.pdf?id=2260119,Forhåndsutredning,Damvad,no,2014-10-06 00:00:00,232055
2059,Evaluering av Forbrukerrådets markedsportaler,,Evaluering,Vista Analyse ,nb,2016-01-01 00:00:00,57038
2060,Områdegjennomgang av utenrikstjenesten del 1,https://www.regjeringen.no/contentassets/18a593e2a86f4699b175f681f4001b9d/omradegjennomgang-av-utenrikstjenesten-delrapport-1-kartlegging.pdf,Områdegjennomgang,Deloitte,nb,,632302
2061,Å sende en bekymringsmelding - eller la det være?,,Evaluering,"Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA)",nb,2009-01-01 00:00:00,138773
2062,Kostnadsvurderinger – nedgravde løsninger,,Evaluering,Norconsult|Klima- og forurensningsdirektoratet (Klif),nb,2013-01-01 00:00:00,64322
2063,StimuLab - 2016-2020 - Brukerorientert offentlig innovasjon - råd og erfaringer fra frontlinjen,https://www.digdir.no/media/887/download,Kartlegging,Digitaliseringsdirektoratet (Digdir),no,2020-01-01 20:14:00,114798
2064,"Evaluering av implementeringen av 
RETHOS for studieprogrammene i 
medisin
",https://www.nokut.no/globalassets/nokut/rapporter/ua/2022/evaluering-av-implementeringen-av-rethos-for-studieprogrammene-i-medisin_8-2022.pdf,Evaluering,Nasjonalt organ for kvalitet i utdanningen|NOKUT,no,2022-02-22 17:12:00,109931
2065,Evaluering av ordningen med akvakulturtillatelser av laks og regnbueørret til forskningsformål,https://www.fiskeridir.no/Akvakultur/Dokumenter/Rapporter/Evaluering-av-ordningen-med-akvakulturtillatelser-av-laks-og-regnbueoerret-til-forskningsformaal/_/attachment/download/829f2cce-1d3b-4e11-aebc-cc3598752407:6a22786ef1abdb5f54830cdf101cf8e60f2d1b0d/forskningstillatelser-evaluering-nfd-deloitte-2019.pdf,Evaluering,Deloitte,no,2019-01-01 20:12:00,83035
2066,"Erfaringskartlegging - organisering av transportinfrastruktur i Sverige, Finland og Danmark",https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/Rapporter-Difi/difi-rapport-2014-5-erfaringskartlegging-organisering-av-transportinfrastruktur-i-sverige-finland-og-danmark.pdf,Kartlegging,Direktoratet for forvaltning og IKT (DIFI),no,2014-01-01 20:14:00,103846
2067,"Research in Information and Communication Technology at Norwegian Universities, University Colleges and selected Research Institutes",,Evaluering,Internasjonalt sammensatt ekspertkomité,en,2012-01-01 00:00:00,238456
2068,Hvis bare helsa holder-,,Evaluering,Arbeidsforskningsinstituttet (AFI),nb,2010-01-01 00:00:00,0
2069,"Rapport om samarbeidet mellom Økokrim, Oslo Børs og Kredittilsynet",,Evaluering,Evalueringskomité/Utvalg,nb,2007-01-01 00:00:00,279791
2070,Nyere kunnskap om inkluderende arbeidsliv (IA),https://www.regjeringen.no/contentassets/89d196542a374299b7487426dd7e9431/kunnskapssammenstilling-ia-rapport-2018-06.pdf,Kunnskapsoppsummering,AFI,no,2019-07-02 20:11:00,421962
2071,Helhetlig utlendingsforvaltning,,Evaluering,Statskonsult,nb,2008-01-01 00:00:00,189643
2072,Evaluering av Ankenemnda for sykepenger i arbeidsgiverperioden,,Evaluering,Oxford Research,nb,2016-01-01 00:00:00,225503
2073,Frivillige i offentlige og offentlig finansierte kulturinstitusjoner - De frivilliges perspektiv,https://www.regjeringen.no/contentassets/665f7ea2bc4943338512998870be3d37/frivillige-i-offentlige-og-offentlig-finansierte-kulturinstitusjoner.-de-frivilliges-perspektiv.-delrapport-1.pdf,Kartlegging,Senter for forskning på sivilsamfunn og frivillig sektor,no,2019-12-18 20:11:00,153231
2074,AdOpera!,,Evaluering,Telemarksforsking Bø,nb,2007-01-01 00:00:00,174163
2075,Evaluering av utviklingssentrene i barnevernet,,Evaluering,Nordlandsforskning,nb,2001-01-01 00:00:00,158862
2076,Et bedre NAV for brukerne. Modell for brukermedvirkning i NAV,,Evaluering,Forskningsstiftelsen fafo,nb,2015-01-01 00:00:00,128882
2077,Bostøtte,,Evaluering,"Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA)",nb,2012-01-01 00:00:00,8313
2078,Revisjonsrapport for 2019 om samfunnssikkerhet og beredskap ved statlige universiteter og høyskoler,https://www.riksrevisjonen.no/globalassets/rapporter/no-2020-2021/samfunnssikkerhet-og-beredskap-ved-statlige-universiteter-og-hoyskoler.pdf,Riksrevisjonsrapport,Riksrevisjonen,no,2020-03-11 17:10:00,119758
2079,Ikke bare pådriver - Om utøvelsen av KMDs samordningsroller,https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/Rapporter-Difi/difi-rapport_2016-8_ikke_bare_padriver._om_utovelsen_av_kmds_samordningsroller.pdf,Studie,Direktoratet for forvaltning og IKT (DIFI),no,2016-01-01 20:13:00,173870
2080,NAVs formidlings- og rekrutteringstjenester,,Evaluering,Arbeidsforskningsinstituttet (AFI),nb,2014-01-01 00:00:00,401143
2081,Analyse av driftssituasjonen i kriminalomsorgen etter innføringen av ABE-reformen,https://www.regjeringen.no/contentassets/f0fb720d23d844879e2a5e175e42f415/analyse-av-driftssituasjonen-i-kriminalomsorgen-rev-29.05.2018.pdf,Evaluering,AGENDA Kaupang|Oslo Economics,no,2018-08-08 20:10:00,131635
2082,Brukerundersøkelse 2010,,Evaluering,AGENDA Kaupang,nb,2010-01-01 00:00:00,80163
2083,"Overvåking av elvemusling i Ogna, Steinkjervassdraget i forbindelse med kjemisk behandling for å fjerne Gyrodactylus salaris fra vassdraget i 2006 og 2007.",,Evaluering,Norsk institutt for naturforskning (NINA),nb,2008-01-01 00:00:00,99648
2084,Geologi i planprosesser,,Evaluering,Asplan Viak,nb,2006-01-01 00:00:00,87806
2085,"Produksjon av
økologiske
jordbruksvarer",https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Produksjon%20av%20%C3%B8kologiske%20jordbruksvarer%202021.pdf/_/attachment/inline/619bc914-5056-41d5-84cd-6c9dbac73f36:a64f7122ffebcb68e774a40d94eb958af17dd361/Produksjon%20av%20%C3%B8kologiske%20jordbruksvarer%202021.pdf,Statusrapport,Landbruksdirektoratet,no,2022-03-25 17:15:00,143334
2086,Why go back? Assisted return from Norway,,Evaluering,Institutt for samfunnsforskning (ISF),en,2015-01-01 00:00:00,155278
2087,Dei administrative funksjonane i Kredittilsynet,,Evaluering,Direktoratet for forvaltning og IKT (DIFI),nn,2009-01-01 00:00:00,85959
2088,Skjemaveldet fem år etter,,Evaluering,Næringslivets Skjemaråd,nb,1999-01-01 00:00:00,0
2089,Områdegjennomgang ID-forvaltningen,https://www.regjeringen.no/contentassets/fc0f9e0edef4440cb1ef5e8dd8ffad0e/07-09-2021-hovedrapport.pdf,Områdegjennomgang,Capgemini Invent|BAHR,no,,853861
2090,"Byregionprogrammets 
fase 1: Gjennomgang av 33 samfunnsanalyser ",https://www.regjeringen.no/contentassets/220d7c2437234de68114d8d399f14cb1/byregionprogrammet-fase-1-gjennomgang-av-33-samf-l273844.pdf,Kunnskapsoppsummering,By- og regionforskningsinstituttet NIBR,no,2015-10-12 20:07:00,221974
2091,Skatteetaten.no - trafikkanalyse,https://www.skatteetaten.no/globalassets/om-skatteetaten/analyse-og-rapporter/rapporter/skatteetaten.no_trafikkanalyse.pdf,Studie,Skatteetaten,no,2011-01-01 20:20:00,55160
2092,Sårbare og robuste regioner,,Evaluering,Telemarksforsking Bø,nb,2012-01-01 00:00:00,88654
2093,Mobbing og utstøting i arbeidslivet,,Evaluering,Universitetet i Bergen (UiB),nb,2008-01-01 00:00:00,222376
2094,Brukerundersøkelsen 2013 ,,Evaluering,TNS Gallup,nb,2013-01-01 00:00:00,21511
2095,Evaluering,,Evaluering,ECON Pöyry,nb,2009-01-01 00:00:00,146516
2096,Evaluering av returtiltak i ordinære mottak,,Evaluering,Deloitte,nb,2014-01-01 00:00:00,192613
2097,Vegdekkets tilstand og trafikksikkerhet,,Evaluering,Transportøkonomisk institutt (TØI),nb,2006-01-01 00:00:00,169991
2098,Utredning av entydige primæridentifikatorer for fiskefartøy og bedre identifikasjon av fritidsfartøy,https://www.fiskeridir.no/Yrkesfiske/Dokumenter/Rapporter/Utredning-av-entydige-primaeridentifikatorer-for-fiskefartoey-og-bedre-identifikasjon-av-fritidsfartoey/_/attachment/download/b0a050e6-5ec2-4cc7-957e-7726adcf6c32:75310ba713a0955c8c752e724b9b23489b91318c/rapport-primaeridentifikatorer2012.pdf,Forhåndsutredning,Fiskeridirektoratet,no,2012-01-01 20:16:00,179804
2099,Mens de venter,,Evaluering,Nordlandsforskning,nb,2014-01-01 00:00:00,279711
2100,Utredning av Statens kunstnerstipend,https://www.regjeringen.no/contentassets/a2dcba1f78954453ba3a3ea6cb64f780/utredning-av-statens-kunstnerstipend-2016.pdf,Evaluering,Utvalg,no,2017-01-12 20:08:00,100809
2101,"Omverdenen til
norsk landbruk
og matindustri",https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Omverdenen%20til%20norsk%20landbruk%20og%20matindustri%202021.pdf/_/attachment/inline/c15798ee-3536-4ecd-a06c-b2b46adb33c8:86601ec75c6e9b797992f23324097e94ec91154b/Omverdenen%20til%20norsk%20landbruk%20og%20matindustri%202021.pdf,Statusrapport,Landbruksdirektoratet,no,2022-03-03 17:16:00,202571
2102,"Ny jernbaneterminal for 
godstransport i Østfold",https://www.jernbanedirektoratet.no/contentassets/1279118c9e204b1188a590dca6937310/rapport-070817-gods-pa-bane-i-ostfold---endelig-versjon.pdf,Forhåndsutredning,Flowchange,no,2017-08-22 20:05:00,76139
2103,Evaluation of the Norwegian Centres of Excellence (SFF) Funding Scheme: Impact Cases,,Evaluering,Forskningsrådet,en,2020-01-01 00:00:00,673869
2104,Norsk på nytt,,Evaluering,Telemarksforsking Bø,nb,2006-01-01 00:00:00,172345
2105,Menneskelig yteevne ved arbeid i nordområdene,https://www.ptil.no/contentassets/1d8ecf15a1e04287b91e8bd2b2e3d9b9/st4_menneskelig-yteevne-ved-arbeid-i-nordomradene.pdf,Evaluering,SINTEF,no,2018-01-01 20:19:00,127109
2106,Kunnskap for lokal medverknad og mobilisering,,Evaluering,Nordlandsforskning|Høgskulen i Lillehammer,nn,2009-01-01 00:00:00,34986
2107,Med utkantbutikken i sentrum,,Evaluering,Møreforsking,nn,2006-01-01 00:00:00,147567
2108,Utredning av mulig implementering og samfunnsøkonomisk analyse av bredbåndsdirektivet,,Forhåndsutredning,Oslo Economics|Simonsen Vogt Wiig,nb,2015-01-01 00:00:00,195490
2109,Et trygt sted å vente - Omsorgspraksiser på asylmottak for enslige mindreårige,https://www.udi.no/globalassets/global/forskning-fou_i/asylmottak/et-trygt-sted-aa-vente.pdf,Studie,Forskningsstiftelsen fafo,no,2018-01-01 20:15:00,384762
2110,Utenforskapets muligheter - Om norsk påvirkning innenfor EØS,https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/Rapporter-Difi/utenforskapets_muligheter._om_norsk_pavirkning_innenfor_eos_difi-rapport_2016-07.pdf,Evaluering,Direktoratet for forvaltning og IKT (DIFI),no,2016-01-01 20:13:00,153122
2111,Demokrati i motvind - Lokaldemokrati mellom storpolitikk og lokalpolitikk,,Evaluering,By- og regionforskningsinstituttet NIBR,nb,2006-01-01 00:00:00,217871
2112,"Evaluering av implementeringen av 
RETHOS for studieprogrammene i 
sosialt arbeid
",https://www.nokut.no/globalassets/nokut/rapporter/ua/2022/evaluering-av-implementeringen-av-rethos-for-studieprogrammene-i-sosialt-arbeid_10-2022.pdf,Evaluering,Nasjonalt organ for kvalitet i utdanningen|NOKUT,no,2022-02-22 17:12:00,118845
2113,Verdien av samfunnsmessige konsekvenser av akutt forurensning,,Evaluering,Proactima,nb,2010-01-01 00:00:00,101671
2114,Impact of the Norwegian Film Incentive,https://www.nfi.no/statistikk/statistikk-analyse-og-rapporter/_/attachment/download/a06ac27e-7a17-44f2-a3e0-5b4a291ddfcf:8700bea0c40353e52591dc8490cda9876a834fc6/NFI%20Incentive%20Study.pdf,Evaluering,NFI,no,2017-01-01 20:17:00,50287
2115,EUROMA – critical factors for achieving high quality in Economics master programmes,https://www.nokut.no/globalassets/nokut/rapporter/evalueringer/2017/euroma_economics_ma_programmes_2017-2.pdf,Studie,Nasjonalt organ for kvalitet i utdanningen|NOKUT|Accreditation Organisation of the Netherlands and Flanders|Universitetskanslersämbetet,no,2017-01-01 20:12:00,102143
2116,Barnevernet – et utfordrende samliv mellom stat og kommune,,Evaluering,Vista Analyse ,nb,2015-01-01 00:00:00,729239
2117,Sluttrapport fra følgeevaluering av programmet Lokal samfunnsutvikling i kommunene (LUK),https://www.regjeringen.no/contentassets/abb07cc42d11452cb1eb8920b02dff6a/sluttrapport_folgeevaluering_av_luk.pdf,Evaluering,Telemarksforsking,no,2015-08-28 20:07:00,512185
2118,Gevinstrealisering ved kommunesammenslåing,https://www.regjeringen.no/contentassets/2932c201eae940f9ba9b241f10353733/ny_2019-94-gevinstrealisering-kommunesammenslainger.pdf,Evaluering,Menon Economics|Vivento,no,2020-01-21 20:10:00,129689
2119,Funksjonshemma på arbeidsmarknaden i 2013,https://www.regjeringen.no/globalassets/upload/asd/dokumenter/2014/rapporter/funksjonshemma_paa_arbeidsmarknaden_2013.pdf,Kartlegging,Statistisk sentralbyrå (SSB),no,2014-10-01 00:00:00,115299
2120,Evaluering av integreringsmottak,https://www.regjeringen.no/contentassets/868a11d309634babb4688446af5fd165/20171127_evaluering-av-integreringsmottak_delrapport.pdf,Evaluering,Rambøll Management,no,2017-06-12 20:08:00,192472
2121,Gjennomgang av Norsk kulturråd,https://www.regjeringen.no/globalassets/upload/kud/kunstavdelingen/rapporter_utredninger/rapport_gjennomgang_av_norsk_kulturrad_2014.pdf,Evaluering,Utredningsgruppe,no,2014-02-06 00:00:00,223084
2122,Legemidler til røykeslutt,,Evaluering,Nasjonalt kunnskapssenter for helsetjenesten,nb,2010-01-01 00:00:00,251583
2123,Livslang læring 2019: Læringsintensivt arbeid - Resultater fra Lærevilkårsmonitoren 2008-2019,https://hkdir.no/content/download/4647/file/Læringsintensivt%20arbeid.pdf,Kartlegging,Direktoratet for høyere utdanning og kompetanse (HK-dir),no,2021-01-01 20:16:00,49926
2124,"Evaluering av tilskuddsordningen ""Tilskudd til universell utforming og tilgjengelighet for alle""",,Evaluering,Direktoratet for naturforvaltning,nb,2009-01-01 00:00:00,0
2125,Eierskapspotensialet blant lavinntektshusstander - en undersøkelse av mulighetsrommet i startlånsordningen,http://biblioteket.husbanken.no/arkiv/dok/Komp/Eierskapspotensialet%20blant%20lavinntektshusstander.pdf,Forhåndsutredning,By- og regionforskningsinstituttet NIBR,no,2020-01-01 20:17:00,116451
2126,Evaluering av datagrunnlaget 2006-2009 for estimering av andel rømt oppdrettslaks i gytebestanden i norske elver,,Evaluering,Havforskningsinstituttet,nb,2011-01-01 00:00:00,0
2127,Evaluering av innføringen av statistikkverktøyet Qlik,https://www.udi.no/globalassets/global/forskning-fou_i/annet/menon-rapport---evaluering-av-innforingen-av-qlik.pdf,Evaluering,Menon Economics,no,2018-01-01 20:17:00,126459
2128,Bergensbanen (Voss) – Arna; Supplerende utredning KVU Voss - Arna,https://www.regjeringen.no/contentassets/98f7a915b68d409e817141e95138f4d3/supplerende-utredning-til-kvu-voss-arna-_20150911.pdf,KVU/KS1/KS2,Jernbaneverket,nb,2015-09-14 20:06:00,93951
2129,Fremtidig regjeringskvartal,https://www.regjeringen.no/globalassets/upload/kmd/bst/rkv/ks1fremtidigregjeringskvartal.pdf,KVU/KS1/KS2,Transportøkonomisk institutt (TØI)|Dovre Group,no,2014-02-17 00:00:00,269052
2130,Laks på land,https://www.regjeringen.no/contentassets/1e8b96928110400eb0d5892b9c8c4bdb/laks-pa-land.pdf,Forhåndsutredning,Arbeidsgruppe,no,2015-01-15 20:06:00,114133
2131,Hatytringer og hatkriminalitet,https://www.ldo.no/globalassets/_ldo_2019/03_ombudet-og-samfunnet/rapporter/hatefulle-ytringer/hatytringer_og_hatkriminalitet_rapport.pdf,Statusrapport,Likestillings- og diskrimineringsombudet (LDO),no,2015-01-01 20:17:00,92481
2132,Evaluering av forsøk med primærhelseteam,https://www.regjeringen.no/contentassets/d6a2b553763d42d7a9e9d98b1b786630/pht-statusrapport-januar-2020.pdf,Evaluering,"Oslo Economics|Institutt for helse og samfunn, UiO|Nasjonalt senter for distriktsmedisin, UiT",no,2021-01-28 20:11:00,589822
2133,Miljøtilskudd til tiltak for tilretteleggelse av beitearealer for trekkende gjess,,Evaluering,Norsk institutt for naturforskning (NINA),nb,2007-01-01 00:00:00,77140
2134,Riksrevisjonens undersøkelse av Kunnskapsdepartementets koordinering av forskningspolitikken,,Riksrevisjonsrapport,Riksrevisjonen,nb,2012-01-01 00:00:00,271347
2135,Ressursbruk til forskning i helseforetakene i 2006,,Evaluering,NIFU STEP,nb,2007-01-01 00:00:00,58674
2136,Akkreditering og robusthet,https://www.nokut.no/contentassets/40568ec86aab411ba43c5a880ae339b5/hegerstrom_turid_akkreditering_og_robusthet_juni_2014.pdf,Statusrapport,Nasjonalt organ for kvalitet i utdanningen|NOKUT,no,2014-01-01 20:18:00,19755
2137,Elgen i Norge sett med jegerøyne,,Evaluering,Norsk institutt for naturforskning (NINA),nb,2006-01-01 00:00:00,460581
2138,KS2 av ny lufthavn i Mo i Rana,https://www.regjeringen.no/contentassets/736c5ba86f454b38b9cf65b56b562108/ks2-mo-i-rana.pdf,KVU/KS1/KS2,Concreto,en,2021-06-04 20:11:00,80242
2139,Evaluering av Forbrukerrådets svartjeneste 8.-10. april 2003,,Evaluering,Markeds- og mediainstituttet,nb,2003-01-01 00:00:00,28297
2140,Kvalitetssikring av konseptutredning for fornyelse og utvidelse av Alnabru godsterminal,,Evaluering,Terramar |Oslo Economics|HUPAC Intermodal SA,nb,2012-01-01 00:00:00,247312
2141,Kartlegging av nærskipsfart,https://www.regjeringen.no/contentassets/c00fb69b0b9d49479f5130d7e222a013/menon-publikasjon-19-2020-endelig__.pdf,Forhåndsutredning,Menon Economics,no,2020-12-02 20:11:00,196886
2142,Norske og internasjonale tilnærminger til arbeid med kvalitet i allmennlegetjenesten,,Evaluering,Nasjonalt kunnskapssenter for helsetjenesten,nb,2010-01-01 00:00:00,88530
2143,"Survey, screening and analyses of PFCs in consumer products",,Evaluering,Swerea IVF,en,2009-01-01 00:00:00,49519
2144,Evaluering av ordningen for statsstøttede eksportkreditter ,,Evaluering,ECON Pöyry,nb,2007-01-01 00:00:00,173419
2145,Regionale utviklingstrekk 2014,https://www.regjeringen.no/globalassets/upload/kmd/rega/rapporter_2014/regionale_utviklingstrekk_rut2014/rut_2014_h.pdf,Kartlegging,"Kommunal- og moderniseringsdepartementet (KMD)|Kommunal- og moderniseringsdepartementet, Landbruks- og matdepartementet|Kommunal- og distriktsdepartementet (KDD)",no,2014-10-10 00:00:00,220818
2146,Kvalitetssikring av konseptvalgutredning for E6 Fauske-Mørsvikbotn,,KVU/KS1/KS2,Det Norske Veritas (DNV)|Samfunns-og næringslivsforskning (SNF)|ÅF Advansia,nb,2015-01-01 00:00:00,195045
2147,"""Man må ha en plass å bo""",,Evaluering,International Research Institute of Stavanger (IRIS),nb,2012-01-01 00:00:00,363654
2148,"Skattyternes etterlevelse ved
salg av aksjer",https://www.skatteetaten.no/globalassets/om-skatteetaten/analyse-og-rapporter/rapporter/skattyterenes-etterlevelse-ved-salg-av-aksjer.pdf,Studie,Skatteetaten,nb,,28265
2149,Et felles løft ,https://www.regjeringen.no/globalassets/departementene/fd/dokumenter/et-felles-loft-webversjon.pdf,Evaluering,Ekspertgruppe,no,2015-07-16 20:06:00,217775
2150,"Kunnskapssamarbeid med BRIKS-landene og Japan: Nasjonale mål, prioriteringer og virkemidler i Danmark, Finland, Nederland, Sverige og Tyskland",https://diku.no/content/download/1230/file/41425-SIU-Rapport-02-2014%20BRIKS-og-Japan-web.pdf,Kartlegging,SIU,no,2014-01-01 20:20:00,253511
2151,Sluttevaluering av prosjektet Nye ssb.no 2013 ,,Evaluering,Det Norske Veritas (DNV),nb,2013-01-01 00:00:00,53165
2152,Kartlegging av forurensning i utvalgte småbåthavner i Norge,,Evaluering,Norges geotekniske institutt,nb,2011-01-01 00:00:00,81537
2153,Evaluering av utflytting av statlig virksomhet Sjøfartsdirektoratet,,Evaluering,Asplan Viak,nb,2009-01-01 00:00:00,109875
2154,Evaluering av SND Nord-Trøndelag,,Evaluering,Nord-Trøndelags forskning,nb,1997-01-01 00:00:00,206406
2155,Statlig eierskap og foretaksorganisering i spesialisthelsetjenesten 2002-2005 : en prosessevaluering,,Evaluering,By- og regionforskningsinstituttet NIBR|Rogalandsforskning|Nordlandsforskning,nb,2005-01-01 00:00:00,645016
2156,"Eventuell endring av 
lufthavnstrukturen på Helgeland",https://www.regjeringen.no/contentassets/5816924ad9b243dfb3b7610c8fd1efff/lufthavnstruktur_helgeland_trafikkanalyser.pdf,Forhåndsutredning,Urbanet Analyse,no,2015-06-17 20:07:00,231606
2157,Effektiviseringsarbeid i statlige virksomheter - Hvor trykker skoen nå?,https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/Rapporter-Difi/effektiviseringsarbeid_i_statlige_virksomheter_-_hvor_trykker_skoen_na_0.pdf,Studie,Direktoratet for forvaltning og IKT (DIFI),no,2019-01-01 20:05:00,49349
2158,Broer inn i arbeidslivet : elever med funksjonsnedsettelser i videregående opplæring,,Evaluering,Nordlandsforskning,nb,2013-01-01 00:00:00,156935
2159,"Økonominytt fra EU-delegasjonen, 8/2017",https://www.regjeringen.no/contentassets/85dbe30f77b9419a83a26c7418e189bb/2017-8-juli-.pdf,Statusrapport,EU-delegasjonen,no,2017-01-08 20:08:00,71489
2160,Studiebarometeret 2020 - Dokumentasjonsrapport,https://www.nokut.no/globalassets/studiebarometeret/2021/hoyere-utdanning/studiebarometeret-2020_dokumentasjonsrapport_2-2021.pdf,Statusrapport,Nasjonalt organ for kvalitet i utdanningen|NOKUT,no,2021-01-01 20:18:00,59755
2161,Statlige virkemidler ved bosetting av flyktninger med særlige behov,https://www.udi.no/globalassets/global/forskning-fou_i/statlige-virkemidler-ved-bosetting-av-flyktninger-med-sarlige-behov---rapport.pdf,Evaluering,Rambøll Management|Oslo Economics,no,2020-01-01 20:19:00,226602
2162,Resultatevaluering av SIVAs industri-inkubatorprgram,,Evaluering,Nordlandsforskning,nb,2008-01-01 00:00:00,197749
2163,Produktivitetsvirkninger av veiprosjekter,,Evaluering,Vista Analyse ,nb,2012-01-01 00:00:00,58721
2164,Boligbygging med sosial profil. Muligheter og begrensninger i den kommunale utbyggingspolitikken,,Evaluering,By- og regionforskningsinstituttet NIBR,nb,2012-01-01 00:00:00,308942
2165,Voksenagronomen - utredning av en nasjonal modell,https://www.regjeringen.no/contentassets/899600607c934b2681061c058b245fb5/rapport-voksenagronomen-9-mars-17.pdf,Forhåndsutredning,Trøndelag forskning og utvikling,no,2017-09-03 20:08:00,120088
2166,Brukerundersøkelse 2013,,Evaluering,Evalueringskomité/Utvalg,nb,2014-01-01 00:00:00,0
2167,Evaluering av Program for skolebibliotekutvikling 2009-2013,,Evaluering,NIFU STEP,nb,2014-01-01 00:00:00,198287
2168,Evalueringsrapport om bruken av egenerklæringsskjema for asylsøkere i forbindelse med kjønnslemlestelse og tvangsekteskap,,Evaluering,Oxford Research,nb,2009-01-01 00:00:00,164409
2169,"Økonominytt fra EU-delegasjonen, juli 2016",https://www.regjeringen.no/contentassets/f59e0deb459a4ff5af742591cca14bd5/2016-06-juli.pdf,Statusrapport,EU-delegasjonen,no,2016-04-07 20:08:00,78879
2170,En stein i elva,,Evaluering,Institutt for industriell miljøforskning,nb,2005-01-01 00:00:00,62313
2171,Differensiert føreropplæring,,Evaluering,Transportøkonomisk institutt (TØI),nb,2008-01-01 00:00:00,143315
2172,Health Results Innovation Trust Fund Mid Term Review,,Evaluering,IOD PARC,en,2018-01-01 00:00:00,364412
2173,Can We Demonstrate the Difference that Norwegian Aid Makes?,,Evaluering,Chr. Michelsens Institute|ITAD,en,2014-01-01 00:00:00,348989
2174,Spørsmål til Barnehage-Norge 2016,,Evaluering,Trøndelag forskning og utvikling,nb,2017-01-01 00:00:00,271460
2175,Næringshagene - Omplanting og gjødsling av den eksisterende underskogen,https://www.regjeringen.no/no/dokumenter/naringshagene---omplanting-og-gjodsling-/id106110/,Ukategorisert,Hartmark Consulting ,nb,2004-02-09 00:00:00,152357
2176,Permitteringer og avgang fra arbeidslivet,,Evaluering,PROBA Samfunnsanalyse,nb,2015-01-01 00:00:00,321221
