title;source_document_url;type;name;uuid;language;published_at;length
Søk i åpne kilder - hva er lov?;https://www.udi.no/globalassets/global/forskning-fou_i/asyl/sok-i-apne-kilder---hva-er-lov_aug19.pdf;Forhåndsutredning;Simonsen Vogt Wiig AS;8ea7fe39-aaa3-416c-825b-35d8fb2bb40d;no;2019-01-01 20:19:36;70861
Evaluering av Innovasjon Norges arbeid med bedriftsnettverkstjenesten;;Evaluering;Damvad;8eb859a5-a96a-49bf-8190-6bd75d8741a9;nob;2013-01-01 00:00:00;134157
Asylsøkeres digitale hverdag - En undersøkelse av asylsøkeres tilgang til og bruk av digitale kanaler;https://www.udi.no/globalassets/global/forskning-fou_i/asyl/probarapport-2019-11-asylsokeres-digitale-hverdag-uu.pdf;Kartlegging;AGENDA Kaupang|PROBA Samfunnsanalyse;8ecc1d5f-8e38-4e14-9d20-304fe13f0b47;no;2019-01-01 20:19:17;179652
Avfallssug – effekter på materialgjenvinning;;Evaluering;Hjellnes Consult;8eebe10d-5eb3-4787-9ef7-93eeec332abc;nob;2013-01-01 00:00:00;68679
Kvalitetssikring (KS1): E6 Mørsvikbotn - Ballangen;https://www.regjeringen.no/no/dokumenter/kvalitetssikring-ks1-e6-morsvikbotn---ba/id698219/;KVU/KS1/KS2;Advansia |Det Norske Veritas |Samfunns-og næringslivsforskning (SNF);8f018e26-94dc-4197-a557-ce3149a2a825;nob;2012-08-31 00:00:00;207782
Mål for inkludering av innvandrerbefolkningen;;Evaluering;Direktoratet for forvaltning og IKT;8f064809-7ffa-48df-a190-53a14032f2c2;nob;2011-01-01 00:00:00;85388
Kriterier og skjønn i evaluering;;Evaluering;Nasjonalt organ for kvalitet i utdanningen|NOKUT;8f0c68c8-49dd-4d56-9a2b-30245662b328;nob;2010-01-01 00:00:00;63127
Innvandring og integrering i norske medier 2017;https://www.imdi.no/contentassets/249dbcbd7eb948f89e12744258a2332e/innvandring-og-integrering-i-norske-medier-2017.pdf;Kartlegging;Retriever;8f0f7d5f-d2d6-4a2c-899e-4978b1c305b5;no;2018-01-01 20:19:28;99947
Evaluering av Norgesuniversitetet;;Evaluering;Asplan Viak;8f22be7b-a1ab-4610-ae9b-e69afee79e1f;nob;2009-01-01 00:00:00;203565
Kvalitetssikring av kostnadsreduserende tiltak OL/PL i Oslo 2022;https://www.regjeringen.no/globalassets/upload/kud/idrett/rapporter_utredninger/2014-10-01_rapport_fra_kvalitetssikring_av_kostnadsreduserende_tiltak_oslo2022.pdf;KVU/KS1/KS2;DNV GL;8f2916ce-3d81-4d75-899b-f9a5a38be320;no;2014-09-30 00:00:00;75495
NORPART - Norwegian Partnership Programme for Global Academic Cooperation;https://diku.no/content/download/3124/file/NORPART%20Start-up%20Report%202017.pdf;Kartlegging;SIU;8f36b8d8-a047-4011-a4e7-4efc890bfbf5;no;2017-01-01 20:20:00;68585
Ekstern kvalitetssikring av rapport om godsterminalstruktuktur i Oslofjordområdet;https://www.regjeringen.no/contentassets/9c268fe5d64941658428044e48bbf42b/va-rapport-2020-33-ks1-kvu-godsterminalstruktur-i-oslofjordomradet.pdf;KVU/KS1/KS2;Vista Analyse |Metier OEC;8f3e416d-94f7-4c11-8b55-439e599b0d4d;no;2021-04-27 20:11:20;352183
Kartlegging av plantevernmiddelbruk i veksthus som kan ha forårsaket grunnforurensning;;Evaluering;Aquateam - norsk vannteknologisk senter;8f3f4a95-c5ca-488f-aea1-775e03a6eaf7;nob;2009-01-01 00:00:00;108267
Åpen framtid - en utredning om økonomien og pengestrømmene i filmbransjen;https://www.regjeringen.no/globalassets/upload/kud/medier/rapporter/apen_framtid-en_utredning_om_okonomien_og_pengestrommene_i_filmbransjen_2014.pdf;Forhåndsutredning;Ideas2evidence;8f548087-e052-4ff7-8c76-97ec15dfcc7e;no;2014-08-18 00:00:00;534181
Riksrevisjonens undersøkelse av skatte- og avgiftsmyndighetenes kontroll av merverdiavgift;;Riksrevisjonsrapport;Riksrevisjonen;8f567fe0-6af9-4bbe-af60-fe3f9b82fa9a;nob;2013-01-01 00:00:00;236472
Nødvendig differensiering eller overlappende tiltak?;;Evaluering;Arbeidsforskningsinstituttet (AFI)|Nordisk institutt for studier av innovasjon, forskning og utdanning (NIFU);8f582e22-a65e-431a-bea2-99d7a9edde33;nob;2012-01-01 00:00:00;337543
Riksrevisjonens undersøkelse av de norske EØS-midlene;;Riksrevisjonsrapport;Riksrevisjonen;8f69574e-47cb-4c15-b368-5d389bdb42da;nob;2013-01-01 00:00:00;206230
Norsk lingvistikk;;Evaluering;Internasjonalt sammensatt evalueringskomité;8f94a4b8-b172-4b76-9074-837884269ba7;nob;2002-01-01 00:00:00;189916
Optimale strategier i et tokvotesystem;;Evaluering;Frischsenteret;8fa70abf-d911-4b2b-bd38-01305861804c;nob;2006-01-01 00:00:00;125623
Heving eller tildekking?;;Evaluering;Vista Analyse ;8fa8c695-c835-4951-aba9-bc48e68c51ac;nob;2011-01-01 00:00:00;192887
Erfaring med handelsanalyser i Framtidens byer ;;Evaluering;TØI Transportøkonomisk Institutt|Transportøkonomisk institutt|Transportøkonomisk institutt (TØI)|TØI;8fbffcad-23e3-4d32-a725-d7d43adb3a87;nob;2010-01-01 00:00:00;303277
Sikker levering av elektrisk kraft;;Evaluering;Direktoratet for forvaltning og IKT;8fcd851d-edec-4ff7-8531-1e345714b6c0;nob;2009-01-01 00:00:00;148166
Kunnskapsstatus for programmet FARVE (forsøksmidler arbeid og velferd);;Evaluering;Arbeidsforskningsinstituttet;8fdb7940-d0f4-4d3b-9a45-275b1dff225f;nob;2007-01-01 00:00:00;182021
Midtveisevaluering boligetablering i distriktene ;;Evaluering;Rambøll Management Consulting ;8ff93d26-a8b1-48bf-a18f-a68f73c9cc4e;nob;2013-01-01 00:00:00;149379
Samfunnsøkonomiske analyser i beslutningsgrunnlag – status 2013;https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/2015/R0115-Samfunns%C3%B8konomiske-analyser-i-beslutningsgrunnlag.pdf;Evaluering;Direktoratet for forvaltning og økonomistyring|DFØ|Direktoratet for forvaltning og økonomistyring|DFØ;900e384a-c796-4d77-b5bc-0a8dcd44da03;no;2015-01-01 20:13:02;76305
Evaluering av SND;;Evaluering;Technopolis|STEP Gruppen|Albatros Consulting;901dc12c-95a8-480a-8a8b-270b8b5c94d7;nob;2000-01-01 00:00:00;306621
Evaluering av satsing på formidling  av klimakunnskap til skolen. ;;Evaluering;Rambøll;902888b8-7c00-4ff7-9460-63d3ed8c577a;nob;2016-01-01 00:00:00;71797
Riksrevisjonens undersøkelse av behandling av innsigelser i plansaker;https://www.riksrevisjonen.no/globalassets/rapporter/no-2018-2019/innsigelser_plansaker.pdf;Riksrevisjonsrapport;Riksrevisjonen;9046afa7-db42-4815-bfde-08c041b054d1;;2019-01-15 13:54:32;241712
Sikkerhetskultur i transport;;Evaluering;TØI Transportøkonomisk Institutt|Transportøkonomisk institutt|Transportøkonomisk institutt (TØI)|TØI;904bac8b-498f-49b8-822c-28c9bade6aa8;nob;2009-01-01 00:00:00;156119
Norske næringsklynger under finanskrisen;;Evaluering;NIFU STEP;90510772-ce33-4d20-85e2-56786e88ab2f;nob;2010-01-01 00:00:00;223408
Evaluering av rettighetsfesting av BPA;https://www.regjeringen.no/contentassets/29aa47fb46844aa59015aa5645a8ba74/bpa_evaluering_rettighetfesting_oppsummering_hovedfunn.pdf;Evaluering;Rokkansenteret;9055cf1c-190f-41d7-8c45-cba3530603b7;no;2018-06-01 20:10:53;18655
Høyt opptaksnivå, lav fullføring;https://www.nokut.no/globalassets/nokut/rapporter/ua/2019/bakken_bore_boilard_fetscher_hamberg_sinderud_hoyt-opptaksniva-lav-fullforing_18-2019.pdf;Kartlegging;Nasjonalt organ for kvalitet i utdanningen|NOKUT;9059f529-d274-439e-a2fa-f2229908ac9f;no;2019-01-01 20:18:03;97255
Evaluering av RUStelefonen 08588;;Evaluering;Norsk institutt for forskning om oppvekst, velferd og aldring;9073ce63-b9f2-4b7c-ab7b-aaef471e6c2d;nob;2006-01-01 00:00:00;91173
"Pilotfasen for 'Planting av skog på
nye areal som klimatiltak'";https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Rapport%20M1161%20Planting%20av%20skog%20på%20nye%20areal%20som%20klimatiltak%20Pilotfasen.pdf/_/attachment/inline/1b4f619d-18eb-49a0-bc53-26601637ca9f:f6351eff46163489beaad17446dda5cda8057b75/Rapport%20M1161%20Planting%20av%20skog%20på%20nye%20areal%20som%20klimatiltak%20Pilotfasen.pdf;Evaluering;Landbruksdirektoratet|Miljødirektoratet;908443fa-f975-4c9f-87ac-253db15322ed;no;2019-01-01 20:17:33;476422
KVU E6 Høybuktmoen - Kirkenes;https://www.regjeringen.no/contentassets/3776bd87778541c69698f510e545d313/kvu_e6_hoybuktmoen_kirkenes.pdf;KVU/KS1/KS2;"Statens vegvesen|Statens vegvesen Vestfold|Statens vegvesen Buskerud|Statens vegvesen Vegdirektoratet|Statens vegvesen. Vegdirektoratet|Statens vegvesen Vest-Agder|Statens vegvesen. Nord-Trøndelag|Statens vegvesen Region midt|Staten vegvesen|Statens vegvesen. Hordaland vegkontor|Statens vegvesen. Region øst|Statens vegvesen. Møre og Romsdal ; Vegdirektoratet|Statens vegvesen. Region vest|Statens vegvesen Telemark|Vegdirektoratet ; Statens vegvesen. Vestfold|ITA-arbeidsgruppen ""Helse og sikkerhet""|Statens vegvesen Buskerud, Vestfold og Telemark|Statens vegvesens|Statens vegvesen Østfold|Statens vegvesen ... [et al.]|NTNU ; Statens vegvesen|Statens vegvesen. Region nord|Statens vegvesen. Akershus|Statens vegvesen Region øst|Statens vegvesen, Region vest|Statens vegvesen, Region nord|Statens vegvesen, Region sør|Statenes vegvesen Region midt |Vegvesenet|Statens vegvesen. Region sør|PROSAM / Statens vegvesen. Region Øst|[Statens vegvesen]|Statens vegvesen. Aust-Agder|Statens vegvesen. Sogn og Fjordane|Statens vegvesen. Region midt|Statens vegvesen/Norwegian Public Road Administration (NPRA)|Statens vegvesen Oslo vegkontor";90926cb5-cdaf-4281-ae74-15e268babe73;no;2015-12-22 20:07:11;178545
Domstolsbehandlingen av foreldretvister - Kartlegging av foreldretvister etter barneloven;;Evaluering;Oxford Research|PROBA Samfunnsanalyse;90a5f8bc-4d36-441a-84b9-cfd11616a571;nob;2016-01-01 00:00:00;210029
Utredning av tilskuddsordning for kondemnering av skip;https://www.regjeringen.no/contentassets/3ccb275fcf664b98ae6847972b107293/kondemnering_av_skip.pdf;Forhåndsutredning;Vista Analyse |Propel AS;90ab2e06-811d-45c4-a01f-8c4f0a8f7289;no;2015-01-29 20:07:08;151026
Føreropplæring i tilknytning til videregående skole;;Evaluering;[NTNU]|NTNU. Institutt for voksnes læring og rådgivningsvitenskap (IVRI)|NTNU|Norges teknisk-naturvitenskapelige universitet|Norges teknisk-naturvitenskapelige universitet. Forskningsenheten Voksne i livslang læring|C. Langås/NTNU|NTNU samfunnsforskning|Norges teknisk-naturvitenskapelige universitet, Fakultet for naturvitenskap og teknologi|A. Lindholm/NTNU|Norges teknisk-naturvitenskapelige universitet, Institutt for kjemi|Norges teknisk-naturvitenskapelige universitet (NTNU)|NTNU. Institutt for konstruksjonsteknikk|NIBR, NTNU;90b38eff-8f84-41fa-bb76-c636eaf94a9f;nob;2009-01-01 00:00:00;25623
Evaluering av Digitaliseringsrådet;;Evaluering;KPMG;90b3f45e-dbea-4ff5-994e-e69be7c53952;nob;2019-01-01 00:00:00;118018
"Verdikjeden for
økologisk melk";https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Verdikjeden%20for%20%C3%B8kologisk%20melk_Rapport%20nr.%2013.2022.pdf/_/attachment/inline/6b582cd5-ef77-42e6-882e-a7b344ff959e:40f5afefaaf568cc22d20cd231872fca92fce0ca/Verdikjeden%20for%20%C3%B8kologisk%20melk_Rapport%20nr.%2013.2022.pdf;Evaluering;Landbruksdirektoratet;90b7d724-7dc5-48f0-ac13-5cdc54ddc3c6;no;2022-03-03 17:12:51;217668
Tospråklige i førskolelærerutdanning - et problem eller en ressurs?;;Evaluering;Oxford Research AS;90ba00b3-779a-4842-adc6-d9f5bbe3ba38;nob;2011-01-01 00:00:00;112316
Testing og pilotering av reguleringsplaner i 3D;https://www.regjeringen.no/contentassets/b7b60fadaeb542cd8aa49175b9f184e6/3d_rapport_multiconsult.pdf;Evaluering;Multiconsult;90baee57-f377-43d9-8cce-cf1935fdb584;no;2018-09-10 20:10:56;28824
"Revisjonsrapport for 2019 om etterlevelse av Stortingets forutsetninger for gebyrfinansiering av offentlige tjenester, jf. R-112
";https://www.riksrevisjonen.no/globalassets/rapporter/no-2020-2021/stortingets-forutsetninger-for-gebyrfinansiering-av-offentlige-tjenester.pdf;Riksrevisjonsrapport;Riksrevisjonen;90cc3310-90a5-4e89-a342-f25fc5415d98;no;2020-11-03 17:10:00;143845
Det handler om følelser;;Evaluering;Norsk senter for bygdeforskning;90d7b5f9-f939-4a71-b4a7-ef544b3de3a5;nob;2011-01-01 00:00:00;324029
"Evaluering av tilskuddsordningen ""Inkludering i idrettslag""";https://www.regjeringen.no/contentassets/483c09edc62e478a82a415b4be2a8e97/evaluering-av-inkludering-i-idrettslag_sluttrapport_2020.pdf;Evaluering;Ideas2evidence;90dbda1a-6489-4016-be37-1475473199b3;no;2020-10-06 20:10:56;287303
Et forsøk verdt: Evaluering av forprosjekt scenekunst;;Evaluering;Oxford Research;90ddf38e-4cec-4493-abeb-09dc76e9dc5c;nob;2017-01-01 00:00:00;127517
Ti års erfaringer;https://www.imdi.no/contentassets/d93f311003de4bed8e424178897b519e/rapport-2015.-ti-ars-erfaringer-en-kunnskapsstatus-om-introduksjonsprogram-og-norskopplaring-for-innvandrere.pdf;Kunnskapsoppsummering;Forskningsstiftelsen fafo|Fafo;90e0b47b-26ba-489d-b5f7-5e78cfdd265e;no;2015-01-01 20:16:00;205005
Utredning om små kommuner;https://www.regjeringen.no/contentassets/cc6fa29f7d0244059d62a98a4fdc5dfd/rapport_sma-kommuner_kmd_telemarksforsking-992102-l1000322.pdf;Evaluering;Telemarksforsking ;90e39e4c-37d1-4ee1-b608-7cd35105e450;no;2019-05-13 20:10:41;303974
En jobb å eldes med?;;Evaluering;Nordlandsforskning;90e6ce56-fcf2-400d-a53c-d67566fd3421;nob;2007-01-01 00:00:00;398658
A Monitoring and Evaluation Report of the Conservation Agriculture Project 1 (CAP1) in Zambia;;Evaluering;Norges miljø- og biovitenskapelige universitet;90ea1f05-7317-4f89-a661-a60942efe49c;eng;2012-01-01 00:00:00;106466
Real-Time Evaluation of Norway’s International Climate and Forest Initiative : Contributions to National REDD+ Processes 2007-2010;;Evaluering;Chr. Michelsens institutt|Indufor Oy|Ecometrica|LTS International;90ee1494-8c96-4b15-9172-4c1fd91b347b;eng;2010-01-01 00:00:00;420687
Offentlig skjemavelde;;Evaluering;Næringslivets Skjemaråd;90f6fc87-f363-4d42-93cb-33cf2cf2ebaa;nob;1994-01-01 00:00:00;0
Nasjonal kartlegging av drosjemarkedet;https://www.regjeringen.no/contentassets/90ddf9c6af6540f8bd6ea7a17a49f0da/1.-nasjonal-kartlegging-av-drosjemarkedet.-endelig-rapport-l1963555.pdf;Kartlegging;Oslo Economics;90f859d2-dea3-4f9b-9057-3cade725f5c5;no;2020-11-10 20:11:19;102164
Kunstnardrivne visningsrom;;Evaluering;Konsulenter;910957d4-25f8-452e-b87d-a6b775b41ec1;nno;2017-01-01 00:00:00;397503
Regulering av IKT‐sikkerhet i petroleumssektoren;https://www.ptil.no/globalassets/fagstoff/prosjektrapporter/ikt-sikkerhet/id3-regulering-av-ikt-sikkerhet.pdf;Statusrapport;SINTEF|SINTEF, Statens vegvesen|SINTEF Teknologi og samfunn|SINTEF Samferdselsteknikk|SINTEF Bygg og miljø|SINTEF Teknologi og samfunn. Helsetjenesteforskning|SINTEF Helse|SINTEF, Teknologi og samfunn|SINTEF Community|SINTEF Energiforskning |SINTEF IKT|SINTEF petroleumsforskning|SINTEF Byggforsk|SINTEF fiskeri og havbruk|SINTEF Building and Infrastructure|SINTEF Digital|SINTEF NHL;9113a489-63ae-4fc9-a45e-461efa0b59ba;no;2021-01-01 20:19:47;97540
Sykefraværet i bygg- og anleggsnæringen under finanskrisen;https://www.regjeringen.no/contentassets/94d22cbeed96488eb422c75d34302dba/sykefravaeret_i_bygg_og_anleggsnaeringen_under_finanskrisen.pdf;Evaluering;PROBA Samfunnsanalyse;911ed935-0862-4a30-b8a2-c7e20ff496a8;no;2015-02-06 20:07:07;122326
Utredning Husbanken: organisering, oppgaveløsning og styring;;Evaluering;AGENDA Kaupang|PROBA Samfunnsanalyse;91206913-fcbc-48de-a039-c39ef448c523;nob;2017-01-01 00:00:00;461226
Forsøk med AAP som lønnstilskudd;;Evaluering;PROBA Samfunnsanalyse;912d67ab-919c-474e-ad5e-f22e15c10028;nob;2019-01-01 00:00:00;51069
Unge mottakere av tiltakspenger;;Evaluering;Arbeidsforskningsinstituttet (AFI);91334845-3ea4-4b45-8e40-a6b2082e18e7;nob;2015-01-01 00:00:00;211673
Sykmelding, gradert sykmelding og forløpet tilbake til jobb;;Evaluering;Uni helse ;9140c3a1-3eed-4254-84e9-8ddbba1695d0;nob;2010-01-01 00:00:00;73515
Uavhengighet av sikkerhetssystemer;;Evaluering;SINTEF|SINTEF, Statens vegvesen|SINTEF Teknologi og samfunn|SINTEF Samferdselsteknikk|SINTEF Bygg og miljø|SINTEF Teknologi og samfunn. Helsetjenesteforskning|SINTEF Helse|SINTEF, Teknologi og samfunn|SINTEF Community|SINTEF Energiforskning |SINTEF IKT|SINTEF petroleumsforskning|SINTEF Byggforsk|SINTEF fiskeri og havbruk|SINTEF Building and Infrastructure|SINTEF Digital|SINTEF NHL;91485005-b7f1-41e2-9efb-9c8a5859b9b7;nob;2009-01-01 00:00:00;34898
Riksrevisjonens undersøkelse av myndighetenes arbeid med Alexander L. Kielland-ulykken;https://www.riksrevisjonen.no/globalassets/rapporter/no-2020-2021/myndighetenes-arbeid-med-alexander-l.-kielland-ulykken-oppsummering.pdf;Riksrevisjonsrapport;Riksrevisjonen;91648885-3daa-472c-a433-20c8739d1866;no;2021-03-09 17:10:15;63718
Evaluering av innbyggerinitiativordningen;https://www.regjeringen.no/no/dokumenter/evaluering-av-innbyggerinitiativordninge/id622479/;Evaluering;Norsk institutt for by- og regionforskning|Uni Rokkansenteret;916daa43-85e7-4a47-99ea-47076a003455;nob;2010-11-02 00:00:00;369246
Basic Physics Research in Norway. An evaluation;;Evaluering;Internasjonalt sammensatt evalueringskomité;916e9fb9-f11f-4cbb-ac87-512cbd937955;eng;2010-01-01 00:00:00;295993
"""Striking the Balance"" : evaluation of the planning, organisation and management of Norwegian assistance related to the Syria Regional Crisis. Volume 1";;Evaluering;IOD PARC;917d998d-ff3a-4cea-ad84-351ea00411fe;eng;2016-01-01 00:00:00;174814
Riksrevisjonens oppfølging av forvaltningsrevisjoner behandlet av Stortinget;;Riksrevisjonsrapport;Riksrevisjonen;917f2339-7af4-418f-82bb-8daab1f15251;nob;2005-01-01 00:00:00;138338
Kartlegging av støtteordninger med negative konsekvenser for naturmangfold;https://www.regjeringen.no/contentassets/5c8110c65d8d4295a188062adb585fb0/kartlegging-av-stotteordninger-med-negative-konsekvenser-for-naturmangfold_menon-publikasjon-3-2020.pdf;Evaluering;Menon Economics;91845150-5cf1-4189-93e1-42f3e79b010c;no;2020-01-31 20:10:57;285589
Kunnskapsoversikt over forskning om vanskeligstilte på boligmarkedet 2004-2010;;Evaluering;Rambøll;919a3ccf-088f-4e56-bdb0-2b8ca3f6f985;nob;2010-01-01 00:00:00;284321
Hastverk er lastverk?;https://www.imdi.no/contentassets/bbfb5c075fb746acb1974d354721d161/hastverk-er-lastverk-en-revurdering-av-malinger-av-resultater-for-introduksjonsprogramment-for-flyktninger-i-agder-og-telemark.pdf;Evaluering;Agderforskning;91a08962-896e-4e38-b816-e833fd0de0ec;no;2018-01-01 20:12:35;158023
Forsøk med resultatbasert finansiering av formidlingsbistand;;Evaluering;PROBA Samfunnsanalyse;91ae7c7d-a64c-466b-b6f7-4aed54c5f422;nob;2014-01-01 00:00:00;121964
Riksrevisjonens undersøkelse av myndighetenes arbeid med kartlegging og overvåking av biologisk mangfold og forvaltning av verneområder;;Riksrevisjonsrapport;Riksrevisjonen;91d678d3-04cf-4ba3-b3e1-4bb4d1f6e485;nob;2006-01-01 00:00:00;384116
Midtveisevaluering BALANSE. For perioden 2013-2017;;Evaluering;Uni Research;91f5ea05-b376-41bc-9e3b-5ff7024198af;nob;2017-01-01 00:00:00;55219
Evaluation of KLIMAFORSK;;Evaluering;Internasjonal evalueringskomité;91f65356-c2dd-41d5-9cd4-51208985babc;nob;2021-01-01 00:00:00;214880
One year closer 2019;https://www.regjeringen.no/globalassets/departementene/ud/vedlegg/utvikling/2030agenda_rapport2019.pdf;Statusrapport;Utenriksdepartementet|Finansdepartementet|Utanriksdepartementet|Sentral kontrollenhet, UD|FIN|UD;9201567d-c91c-4669-8ed4-1d786242f220;no;2019-07-03 20:11:10;151435
«Vi har nå holdt hjulene i gang» Kommunenes integreringsarbeid under koronautbruddet;https://www.imdi.no/contentassets/4f1fe3b7d6bd48fcbef07d2ac7dc83a6/vi_har_naa_holdt_hjulene_i_gang.pdf;Evaluering;Forskningsstiftelsen fafo|Fafo;920ed465-932c-4915-8565-6ab5270b048b;no;2020-01-01 20:16:07;117198
Brønnøysundregistrene;;Evaluering;Synovate Norge ;92107fa5-2638-4fb5-a1e5-8679dc71fa92;nob;2010-01-01 00:00:00;13370
Ressursinnsatsen innenfor marin FoU og havbruksforskning 2005;;Evaluering;NIFU STEP;9223c105-6eba-4085-beb2-946e17e00aa3;nob;2007-01-01 00:00:00;157160
På vei til fagbrev;;Evaluering;Forskningsstiftelsen fafo|Fafo;9229edcf-e51b-4c5d-9142-2e88f14e1745;nob;2011-01-01 00:00:00;274098
Kjem ein Trygt heim for ein 50-lapp?;;Evaluering;TØI Transportøkonomisk Institutt|Transportøkonomisk institutt|Transportøkonomisk institutt (TØI)|TØI;9231e26c-d3e1-4c7e-bd52-e1240ed70bb6;nno;2005-01-01 00:00:00;146559
OPAL-programmet;;Evaluering;Devoteam daVinci;9250c407-18c1-4051-a3ba-aa10082c245f;nob;2009-01-01 00:00:00;87817
Nukleære virksomheter ved Institutt for energiteknikk IFE;;Evaluering;Norges Forskningsråd|Norges forskningsråd/Noregs forskingsråd|Noregs forskingsråd/Norges forskningsråd|Forskningsrådet|Noregs forskingsråd;92562734-2f5c-4a33-a210-a246b9eeaf3b;nob;2008-01-01 00:00:00;219538
Godsknutepunkter;;Evaluering;TØI Transportøkonomisk Institutt|Transportøkonomisk institutt|Transportøkonomisk institutt (TØI)|TØI;9260f376-d374-49da-bade-248c7638bcb3;nob;2011-01-01 00:00:00;171737
Evaluation - Chr. Michelsen Institute;;Evaluering;Internasjonalt sammensatt evalueringskomité;9288a09f-1e1b-4ad0-807e-d96d4941c470;eng;2006-01-01 00:00:00;258503
Assisterte returprogram til Afghanistan, Irakisk Kurdistan, Etiopia og Kosovo: Korleis gjekk det? Ei samanliknande evaluering av verknad og resultat;;Evaluering;Chr. Michelsens institutt;929eddbd-f360-4651-a5dd-88de9a21b52d;nno;2016-01-01 00:00:00;62481
Handel i sentrum;https://www.regjeringen.no/globalassets/upload/kmd/plan/byintegrert_handel_eksempler.pdf;Studie;Faggruppe;92bb468b-8951-4525-af15-81acbfff28f8;no;2014-08-25 00:00:00;36119
Kommunalt psykisk helse- og rusarbeid 2020;https://www.regjeringen.no/contentassets/d7875972fb5843ef92a3d20ebbe32e1c/endeligrapportis24_8_2020.pdf;Kartlegging;SINTEF|SINTEF, Statens vegvesen|SINTEF Teknologi og samfunn|SINTEF Samferdselsteknikk|SINTEF Bygg og miljø|SINTEF Teknologi og samfunn. Helsetjenesteforskning|SINTEF Helse|SINTEF, Teknologi og samfunn|SINTEF Community|SINTEF Energiforskning |SINTEF IKT|SINTEF petroleumsforskning|SINTEF Byggforsk|SINTEF fiskeri og havbruk|SINTEF Building and Infrastructure|SINTEF Digital|SINTEF NHL;92c6a853-e7e0-4011-9b7a-635963c12ea0;no;2020-11-25 20:11:20;706295
Rapport fra Det tekniske beregningsutvalg for kommunal og fylkeskommunal økonomi - juni 2020;https://www.regjeringen.no/contentassets/b435c49bd10f45c6b586cf80a10beef0/tbu_rapport_juni_2020.pdf;Statusrapport;TBU;92c90c08-2497-4cf6-8bec-682c391a8bb8;no;2020-06-26 20:11:30;260336
Sociological Research in Norway;;Evaluering;Internasjonalt sammensatt evalueringskomité;92d3dc08-d66f-4835-bbad-be534d256c8f;eng;2010-01-01 00:00:00;368398
Hatefulle ytringer i offentlig debatt på nett;https://www.ldo.no/globalassets/_ldo_2019/arkiv/publikasjonsarkiv/fb-og-hatytring/ldo-fb_rapporten_2018.pdf;Studie;Likestillings- og diskrimineringsombudet|LDO|YouGov;92eafbf8-439f-4e62-89c8-5c558bcf3741;no;2018-01-01 20:17:29;185948
Effektmåling av Forskningsrådets støtteordninger for økt deltakelse i EU-finansiert forskning;;Evaluering;Technopolis;92ecfe2e-3ce7-4b1d-8f3d-6d003c9263f0;nob;2013-01-01 00:00:00;280624
Hva kan forbedres i VÆR røykFri-programmet?;;Evaluering;Statens institutt for rusmiddelforskning (SIRUS);92f15fdb-639d-4708-8364-d9d5b7cde473;nob;2005-01-01 00:00:00;124061
Kommunenes praktisering av startlånsordningen - effekter av den nye forskriften;;Evaluering;Norsk institutt for by- og regionforskning|NIBR|Norsk institutt for by- og regionforskning (NIBR);9301878f-e0d6-4a90-9639-196f97fc548a;nob;2015-01-01 00:00:00;271394
"Trusler og utfordringer 
innen IKT-kriminalitet (2017)
";https://www.politiet.no/globalassets/dokumenter/pod/ikt_krim_pod.pdf;Forhåndsutredning;Politidirektoratet|POD;930411de-f656-447f-93c5-ac4a3d45a588;no;2017-12-04 15:00:59;85714
Anbefaling fra FN-komiteen som overvåker konvensjonen om rettighetene til mennesker med nedsatt funksjonsevne;https://www.regjeringen.no/contentassets/891b21488e684d5fb9ed1958fd9fa9c4/crpd-2019-concluding-observations-endelig-versjon-fra-komiteen.pdf;Statusrapport;FN;93176527-e854-4bb9-9816-dd1777c1d8d5;no;2019-06-24 20:11:20;41327
"Riksrevisjonens oppfølging av 
forvaltningsrevisjoner som er 
behandlet av Stortinget";https://www.riksrevisjonen.no/globalassets/rapporter/no-2019-2020/oppfolging2019.pdf;Riksrevisjonsrapport;Riksrevisjonen;931a8a70-99a1-43bf-871e-8e7d253c95f4;no;2019-10-08 17:09:45;200301
Hurtigvirkende kur;;Evaluering;Oxford Research AS;932a4f3d-05fa-40aa-898b-b1cb08d1fdd5;nob;2010-01-01 00:00:00;442780
Studiebarometeret for fagskolestudenter 2020: hovedtendenser;https://www.nokut.no/globalassets/studiebarometeret/2020/fagskole/studiebarometeret-for-fagskoler-2020_hovedtendenser_5-2020.pdf;Kartlegging;Nasjonalt organ for kvalitet i utdanningen|NOKUT;93368aa6-0cb0-4607-813d-75f35dc6630f;no;2020-01-01 20:18:00;125949
Utlevering av personopplysninger til forskning;https://www.udi.no/globalassets/global/forskning-fou_i/annet/utlevering-av-personopplysninger-til-forskning.pdf;Forhåndsutredning;Simonsen Vogt Wiig AS;9346a4c1-d573-4583-b1e9-f0162ef0a835;no;2020-01-01 20:19:35;103007
Kommunal- og regionaldepartementets årsrapport for 2013;https://www.regjeringen.no/globalassets/upload/kmd/ke/2013_aarsrapport_krd.pdf;Statusrapport;Kommunal- og regionaldepartementet;934ffe5c-b0c4-4095-9ec6-46e463271c33;no;2014-05-27 00:00:00;65184
